Day,Volume (In Mn.),Value (In Cr.)
"October 01, 2023",371.39,55361.74
"October 02, 2023",363.96,55043.13
"October 03, 2023",376.67,66099.28
"October 04, 2023",379.26,67532.08
"October 05, 2023",387.18,66768.83
"October 06, 2023",378.42,60745.31
"October 07, 2023",391.03,65036.72
"October 08, 2023",385.01,51259.08
"October 09, 2023",382.32,67283.18
"October 10, 2023",390.47,64797.72
"October 11, 2023",386.4,61280.39
"October 12, 2023",381.56,58987.48
"October 13, 2023",384.6,56244.79
"October 14, 2023",332.01,41345.44
"October 15, 2023",359.0,44351.21
"October 16, 2023",353.73,55618.56
"October 17, 2023",367.87,56858.26
"October 18, 2023",372.07,55860.46
"October 19, 2023",370.99,54470.36
"October 20, 2023",369.26,54710.75
"October 21, 2023",377.77,54291.64
"October 22, 2023",359.25,41526.45
"October 23, 2023",345.69,46427.03
"October 24, 2023",338.27,39260.52
"October 25, 2023",353.84,52321.01
"October 26, 2023",351.61,53636.83
"October 27, 2023",354.27,51883.0
"October 28, 2023",351.08,47773.87
"October 29, 2023",344.13,39525.24
"October 30, 2023",368.98,60412.71
"October 31, 2023",380.68,69055.27
Total,11408.79,1715768.34
