Day,Volume (In Mn.),Value (In Cr.)
"October 01, 2024",546.53,92658.75
"October 02, 2024",544.74,77705.0
"October 03, 2024",548.27,88839.15
"October 04, 2024",544.83,86830.46
"October 05, 2024",547.33,84513.18
"October 06, 2024",535.76,66431.56
"October 07, 2024",550.75,92458.79
"October 08, 2024",551.06,85158.96
"October 09, 2024",559.89,85547.24
"October 10, 2024",558.93,82983.3
"October 11, 2024",535.59,69918.71
"October 12, 2024",516.79,56546.43
"October 13, 2024",506.88,53064.06
"October 14, 2024",516.22,75016.77
"October 15, 2024",506.76,73329.45
"October 16, 2024",520.25,72971.45
"October 17, 2024",515.71,70391.28
"October 18, 2024",521.46,68930.91
"October 19, 2024",526.22,70977.77
"October 20, 2024",528.99,57448.79
"October 21, 2024",510.03,73501.45
"October 22, 2024",510.53,72169.83
"October 23, 2024",519.75,72706.64
"October 24, 2024",510.43,69192.29
"October 25, 2024",517.91,74389.67
"October 26, 2024",525.1,68761.95
"October 27, 2024",519.8,57620.64
"October 28, 2024",532.59,82704.73
"October 29, 2024",565.27,87452.79
"October 30, 2024",546.46,94276.43
"October 31, 2024",644.12,85323.03
Total,16584.97,2349821.46
