Day,Volume (In Mn.),Value (In Cr.)
"December 01, 2022",269.21,53457.06
"December 02, 2022",266.03,48531.22
"December 03, 2022",264.1,46558.2
"December 04, 2022",252.48,37265.1
"December 05, 2022",263.02,50169.23
"December 06, 2022",257.14,46197.13
"December 07, 2022",258.4,46284.96
"December 08, 2022",251.5,43719.07
"December 09, 2022",248.86,42421.34
"December 10, 2022",253.78,41177.7
"December 11, 2022",250.84,33518.33
"December 12, 2022",253.91,45151.66
"December 13, 2022",255.8,43440.05
"December 14, 2022",259.83,42458.09
"December 15, 2022",256.14,42710.62
"December 16, 2022",251.75,39520.11
"December 17, 2022",248.84,37570.68
"December 18, 2022",241.28,29305.27
"December 19, 2022",250.28,40811.37
"December 20, 2022",249.66,41271.64
"December 21, 2022",250.1,40183.79
"December 22, 2022",247.38,39160.3
"December 23, 2022",247.8,38502.18
"December 24, 2022",247.19,36227.07
"December 25, 2022",233.16,28116.81
"December 26, 2022",243.06,39846.63
"December 27, 2022",240.92,38765.65
"December 28, 2022",240.51,38372.59
"December 29, 2022",244.67,39919.76
"December 30, 2022",255.39,44912.73
"December 31, 2022",276.47,46424.52
Total,7829.49,1281970.86
