Value (In Cr.),Volume (In Mn.)
0.5415153324377664,0.5505420255420256
0.5435407234190756,0.5519008019008019
0.451257918269842,0.4457178074365575
0.4537331657945945,0.44750161390786397
0.2551140085742243,0.16145508489258495
