Value (In Cr.),Volume (In Mn.)
0.02804977383854158,0.02687953927790837
0.027843720085072004,0.0261490771246929
0.02856609751404257,0.011771237106386145
0.028160671250548896,0.011466029627737582
0.005159555924170506,0.00019197750449487236
