Value (In Cr.),Volume (In Mn.)
0.9824963701206032,0.6387594502053818
0.9830401987132121,0.6396720966376114
0.9838367465246748,0.652487807659821
0.9841993168121563,0.6567206987725129
0.9955710245279185,0.9998059243139187
