Value (In Cr.),Volume (In Mn.)
0.026233357695988734,0.025484557025507063
0.025950573320896703,0.02475078237014336
0.026626585371772375,0.010374900842418953
0.026222903020955455,0.010116478415272917
0.004893333200409308,0.00018147011759037473
