Day,Volume (In Mn.),Value (In Cr.)
"September 01, 2022",231.2,46102.69
"September 02, 2022",234.44,42755.56
"September 03, 2022",234.34,41387.77
"September 04, 2022",222.21,32092.83
"September 05, 2022",232.12,44581.11
"September 06, 2022",228.84,41284.01
"September 07, 2022",229.89,41648.13
"September 08, 2022",226.98,39016.03
"September 09, 2022",222.05,37027.98
"September 10, 2022",224.94,36076.21
"September 11, 2022",222.26,28818.13
"September 12, 2022",224.26,39419.29
"September 13, 2022",221.91,37206.64
"September 14, 2022",225.36,37938.12
"September 15, 2022",224.57,37563.76
"September 16, 2022",225.53,36237.8
"September 17, 2022",226.72,33100.06
"September 18, 2022",214.05,25809.84
"September 19, 2022",220.33,36275.55
"September 20, 2022",222.25,35652.81
"September 21, 2022",222.26,35651.91
"September 22, 2022",225.37,37245.02
"September 23, 2022",224.08,35202.31
"September 24, 2022",225.49,33468.05
"September 25, 2022",222.46,26617.01
"September 26, 2022",226.41,38681.13
"September 27, 2022",224.35,37077.33
"September 28, 2022",229.4,37494.05
"September 29, 2022",226.14,38173.16
"September 30, 2022",240.59,46833.8
Total,6780.8,1116438.09
