Day,Volume (In Mn.),Value (In Cr.)
"March 01, 2026",755.42,97525.53
"March 02, 2026",801.56,131735.46
"March 03, 2026",740.94,98434.71
"March 04, 2026",687.48,90761.63
"March 05, 2026",739.59,107158.79
"March 06, 2026",740.54,103910.72
"March 07, 2026",759.97,105378.62
"March 08, 2026",738.42,81073.89
"March 09, 2026",753.62,112655.96
"March 10, 2026",756.31,109885.32
"March 11, 2026",752.83,104165.98
"March 12, 2026",741.18,99749.33
"March 13, 2026",740.85,96563.24
"March 14, 2026",746.42,92196.0
"March 15, 2026",732.01,77673.68
"March 16, 2026",734.16,100286.48
"March 17, 2026",731.99,96510.62
"March 18, 2026",749.59,95489.75
"March 19, 2026",712.31,87386.11
"March 20, 2026",728.99,91930.06
"March 21, 2026",675.32,73441.55
"March 22, 2026",687.87,66078.72
"March 23, 2026",712.13,95601.77
"March 24, 2026",708.69,91609.73
"March 25, 2026",725.88,96046.1
"March 26, 2026",710.87,87058.06
"March 27, 2026",697.93,86786.3
"March 28, 2026",715.64,85443.62
"March 29, 2026",706.75,71210.24
"March 30, 2026",725.99,109254.3
"March 31, 2026",729.89,109539.76
Total,22641.14,2952542.03
