Day,Volume (In Mn.),Value (In Cr.)
"May 01, 2022",205.4,35380.47
"May 02, 2022",208.22,43127.73
"May 03, 2022",186.15,32528.65
"May 04, 2022",194.5,39142.74
"May 05, 2022",199.54,40116.7
"May 06, 2022",197.21,38218.9
"May 07, 2022",206.06,37753.22
"May 08, 2022",195.41,28907.36
"May 09, 2022",199.41,39710.68
"May 10, 2022",194.3,37570.27
"May 11, 2022",197.42,36863.35
"May 12, 2022",193.69,33771.63
"May 13, 2022",194.34,37429.32
"May 14, 2022",192.79,31230.91
"May 15, 2022",188.45,25653.0
"May 16, 2022",188.77,33249.98
"May 17, 2022",187.29,33295.35
"May 18, 2022",194.9,34027.49
"May 19, 2022",190.19,32947.73
"May 20, 2022",190.02,31912.52
"May 21, 2022",189.8,30865.04
"May 22, 2022",182.61,23763.95
"May 23, 2022",187.03,32828.94
"May 24, 2022",189.0,31870.42
"May 25, 2022",188.37,31845.24
"May 26, 2022",184.6,31197.03
"May 27, 2022",183.47,29522.85
"May 28, 2022",186.07,29069.75
"May 29, 2022",185.21,23047.36
"May 30, 2022",183.64,33628.62
"May 31, 2022",191.32,39743.33
Total,5955.2,1040220.53
