Day,Volume (In Mn.),Value (In Cr.)
"December 01, 2025",713.62,115449.97
"December 02, 2025",726.82,112235.89
"December 03, 2025",710.21,104190.87
"December 04, 2025",704.09,103618.87
"December 05, 2025",707.41,101063.5
"December 06, 2025",712.9,95845.96
"December 07, 2025",704.71,78447.4
"December 08, 2025",712.04,101849.7
"December 09, 2025",708.56,102672.16
"December 10, 2025",723.54,103463.35
"December 11, 2025",699.66,93099.57
"December 12, 2025",706.0,90399.4
"December 13, 2025",702.83,83028.01
"December 14, 2025",700.33,70004.33
"December 15, 2025",705.42,95630.48
"December 16, 2025",687.44,89498.14
"December 17, 2025",695.8,86431.01
"December 18, 2025",687.29,87159.49
"December 19, 2025",683.4,79987.96
"December 20, 2025",695.8,84002.35
"December 21, 2025",686.27,67104.1
"December 22, 2025",685.32,87815.07
"December 23, 2025",681.77,84893.75
"December 24, 2025",703.95,88007.46
"December 25, 2025",665.89,72641.65
"December 26, 2025",669.84,82519.49
"December 27, 2025",668.26,77154.95
"December 28, 2025",663.38,64095.38
"December 29, 2025",674.06,89613.36
"December 30, 2025",680.15,92522.84
"December 31, 2025",767.94,112266.25
Total,21634.67,2796712.71
