Day,Volume (In Mn.),Value (In Cr.)
"January 01, 2022",158.53,27278.48
"January 02, 2022",153.17,24750.74
"January 03, 2022",161.49,32979.67
"January 04, 2022",159.5,32214.37
"January 05, 2022",159.17,31730.45
"January 06, 2022",158.94,30771.67
"January 07, 2022",162.13,30569.5
"January 08, 2022",154.71,26520.13
"January 09, 2022",121.3,18265.68
"January 10, 2022",165.05,33273.67
"January 11, 2022",156.32,30052.59
"January 12, 2022",159.06,30181.55
"January 13, 2022",156.51,28747.57
"January 14, 2022",144.51,23852.4
"January 15, 2022",137.8,21970.51
"January 16, 2022",131.12,18000.91
"January 17, 2022",148.76,27641.24
"January 18, 2022",146.5,26732.97
"January 19, 2022",150.16,27400.76
"January 20, 2022",145.93,27092.83
"January 21, 2022",147.74,26652.65
"January 22, 2022",142.24,23272.13
"January 23, 2022",131.74,17525.56
"January 24, 2022",145.03,28414.48
"January 25, 2022",146.01,27920.07
"January 26, 2022",140.43,21232.52
"January 27, 2022",143.76,27360.06
"January 28, 2022",145.49,26942.28
"January 29, 2022",139.06,24872.5
"January 30, 2022",143.78,21176.51
"January 31, 2022",161.23,36596.64
Total,4617.16,831993.09
