Day,Volume (In Mn.),Value (In Cr.)
"June 01, 2025",644.31,82861.02
"June 02, 2025",650.25,106309.47
"June 03, 2025",648.74,97443.74
"June 04, 2025",637.59,98723.85
"June 05, 2025",641.39,96560.1
"June 06, 2025",658.35,93649.21
"June 07, 2025",606.83,75791.75
"June 08, 2025",601.5,63812.4
"June 09, 2025",623.16,91121.07
"June 10, 2025",634.29,91838.53
"June 11, 2025",626.61,87210.64
"June 12, 2025",613.45,82500.72
"June 13, 2025",613.38,79449.86
"June 14, 2025",612.98,74677.34
"June 15, 2025",605.64,62265.9
"June 16, 2025",604.95,82363.95
"June 17, 2025",597.52,77388.82
"June 18, 2025",602.99,77121.9
"June 19, 2025",590.94,75273.14
"June 20, 2025",606.67,74977.8
"June 21, 2025",603.77,72526.08
"June 22, 2025",591.09,57113.84
"June 23, 2025",592.61,75796.64
"June 24, 2025",585.8,72710.14
"June 25, 2025",595.44,74007.96
"June 26, 2025",594.02,74401.66
"June 27, 2025",598.3,73713.91
"June 28, 2025",598.96,70198.78
"June 29, 2025",589.47,58111.17
"June 30, 2025",623.98,104009.3
Total,18395.01,2403930.69
