Day,Volume (In Mn.),Value (In Cr.)
"February 01, 2022",172.73,38167.32
"February 02, 2022",166.65,34757.09
"February 03, 2022",164.67,33265.3
"February 04, 2022",162.28,32036.03
"February 05, 2022",165.52,31339.7
"February 06, 2022",154.93,23445.48
"February 07, 2022",166.49,33670.85
"February 08, 2022",166.8,32682.18
"February 09, 2022",171.88,32468.47
"February 10, 2022",164.63,31703.55
"February 11, 2022",166.5,30697.0
"February 12, 2022",163.28,27942.54
"February 13, 2022",158.84,22271.87
"February 14, 2022",167.59,32609.4
"February 15, 2022",164.96,31888.77
"February 16, 2022",165.32,30212.49
"February 17, 2022",159.99,29053.85
"February 18, 2022",161.09,27226.8
"February 19, 2022",155.83,25778.25
"February 20, 2022",154.94,21128.33
"February 21, 2022",157.81,29480.41
"February 22, 2022",147.4,27023.99
"February 23, 2022",142.12,24444.21
"February 24, 2022",167.92,32003.16
"February 25, 2022",159.93,29271.51
"February 26, 2022",160.68,26149.22
"February 27, 2022",157.29,21228.83
"February 28, 2022",159.41,34896.42
Total,4527.49,826843.02
