Day,Volume (In Mn.),Value (In Cr.)
"November 01, 2022",249.44,50700.08
"November 02, 2022",250.02,47432.82
"November 03, 2022",243.48,45208.17
"November 04, 2022",245.26,43645.17
"November 05, 2022",252.83,44653.94
"November 06, 2022",242.48,33841.13
"November 07, 2022",245.25,45347.9
"November 08, 2022",234.88,38528.36
"November 09, 2022",251.47,43709.26
"November 10, 2022",253.47,44760.22
"November 11, 2022",244.35,41603.7
"November 12, 2022",247.37,37328.49
"November 13, 2022",246.07,29862.99
"November 14, 2022",246.18,41601.59
"November 15, 2022",246.71,41038.85
"November 16, 2022",246.01,39877.66
"November 17, 2022",241.94,38887.99
"November 18, 2022",241.52,36774.04
"November 19, 2022",243.56,36893.0
"November 20, 2022",239.2,30141.8
"November 21, 2022",226.55,37029.58
"November 22, 2022",242.05,38450.98
"November 23, 2022",241.15,37158.59
"November 24, 2022",239.06,37188.36
"November 25, 2022",241.31,37146.94
"November 26, 2022",241.44,35261.16
"November 27, 2022",234.14,27955.44
"November 28, 2022",235.99,38785.39
"November 29, 2022",238.96,39732.25
"November 30, 2022",257.32,50047.55
Total,7309.46,1190593.39
