Day,Volume (In Mn.),Value (In Cr.)
"May 01, 2023",310.57,56109.02
"May 02, 2023",309.65,57673.1
"May 03, 2023",309.12,54740.39
"May 04, 2023",302.78,55434.84
"May 05, 2023",312.75,53729.76
"May 06, 2023",319.68,53437.16
"May 07, 2023",309.43,41902.53
"May 08, 2023",310.36,54789.08
"May 09, 2023",311.97,53279.57
"May 10, 2023",313.28,52894.17
"May 11, 2023",308.55,50019.11
"May 12, 2023",309.38,48240.66
"May 13, 2023",309.55,44730.46
"May 14, 2023",306.2,37468.83
"May 15, 2023",309.11,51693.49
"May 16, 2023",303.06,48266.02
"May 17, 2023",297.9,46493.98
"May 18, 2023",301.23,46334.97
"May 19, 2023",301.29,44503.43
"May 20, 2023",310.53,46688.26
"May 21, 2023",289.76,34744.2
"May 22, 2023",290.42,46610.35
"May 23, 2023",295.7,45016.09
"May 24, 2023",299.02,45428.85
"May 25, 2023",289.9,45736.15
"May 26, 2023",300.22,44385.37
"May 27, 2023",291.67,41936.74
"May 28, 2023",297.08,33637.03
"May 29, 2023",293.38,46315.4
"May 30, 2023",288.99,47998.33
"May 31, 2023",312.66,58908.11
Total,9415.18,1489145.44
