Day,Volume (In Mn.),Value (In Cr.)
2023-09-17,362.15,39851.59
2023-09-18,344.25,46073.95
2023-09-19,340.5,46404.94
2023-09-20,347.57,51964.82
2023-09-21,341.0,50639.38
2023-09-22,338.94,47198.39
2023-09-23,333.77,44321.27
2023-09-24,336.28,36318.66
2023-09-25,343.95,52459.32
2023-09-26,341.3,49983.7
2023-09-27,350.71,51103.2
2023-09-28,333.04,46099.97
2023-09-29,346.49,54305.47
2023-09-30,368.64,62984.04
2023-10-01,371.39,55361.74
2023-10-02,363.96,55043.13
2023-10-03,376.67,66099.28
2023-10-04,379.26,67532.08
2023-10-05,387.18,66768.83
2023-10-06,378.42,60745.31
2023-10-07,391.03,65036.72
2023-10-08,385.01,51259.08
2023-10-09,382.32,67283.18
2023-10-10,390.47,64797.72
2023-10-11,386.4,61280.39
2023-10-12,381.56,58987.48
2023-10-13,384.6,56244.79
2023-10-14,332.01,41345.44
2023-10-15,359.0,44351.21
2023-10-16,353.73,55618.56
2023-10-17,367.87,56858.26
2023-10-18,372.07,55860.46
2023-10-19,370.99,54470.36
2023-10-20,369.26,54710.75
2023-10-21,377.77,54291.64
2023-10-22,359.25,41526.45
2023-10-23,345.69,46427.03
2023-10-24,338.27,39260.52
2023-10-25,353.84,52321.01
2023-10-26,351.61,53636.83
2023-10-27,354.27,51883.0
2023-10-28,351.08,47773.87
2023-10-29,344.13,39525.24
2023-10-30,368.98,60412.71
2023-10-31,380.68,69055.27
2023-11-01,405.43,75460.87
2023-11-02,393.88,69440.58
2023-11-03,390.11,65932.18
2023-11-04,399.46,67589.37
2023-11-05,398.09,55497.82
2023-11-06,388.72,68024.65
2023-11-07,393.23,68423.73
2023-11-08,405.11,69096.38
2023-11-09,407.71,71078.45
2023-11-10,428.94,75086.84
2023-11-11,439.04,69374.71
2023-11-12,393.57,44733.39
2023-11-13,341.77,47916.85
2023-11-14,351.3,51371.31
2023-11-15,355.04,52638.59
2023-11-16,361.04,55363.84
2023-11-17,353.84,52204.33
2023-11-18,363.4,52174.65
2023-11-19,354.85,38799.93
2023-11-20,356.32,56077.71
2023-11-21,355.88,54802.0
2023-11-22,345.81,53206.86
2023-11-23,359.98,53380.71
2023-11-24,354.61,52349.38
2023-11-25,355.63,49582.93
2023-11-26,349.66,39662.64
2023-11-27,344.87,47992.81
2023-11-28,355.97,53090.91
2023-11-29,360.04,59642.71
2023-11-30,372.01,69743.48
2023-12-01,406.28,73567.26
2023-12-02,407.85,70237.35
2023-12-03,387.09,51728.44
2023-12-04,381.76,68763.3
2023-12-05,385.45,68578.17
2023-12-06,383.81,64625.98
2023-12-07,383.95,63698.48
2023-12-08,398.26,63578.4
2023-12-09,399.14,59877.09
2023-12-10,391.7,49895.18
2023-12-11,391.09,65689.66
2023-12-12,395.65,62987.05
2023-12-13,391.26,61418.12
2023-12-14,387.6,59486.48
2023-12-15,384.25,58430.66
2023-12-16,389.05,55199.4
2023-12-17,383.69,43870.34
2023-12-18,382.63,58406.97
2023-12-19,380.98,56788.0
2023-12-20,388.89,60562.68
2023-12-21,388.33,57778.84
2023-12-22,388.55,56458.87
2023-12-23,382.13,52084.16
2023-12-24,374.2,42244.26
2023-12-25,365.79,45953.24
2023-12-26,372.71,55758.73
2023-12-27,374.2,56459.53
2023-12-28,371.9,57227.27
2023-12-29,381.25,61351.22
2023-12-30,399.75,66002.11
2023-12-31,421.04,54242.21
2024-01-01,405.75,61548.14
2024-01-02,407.14,70893.83
2024-01-03,405.84,69042.32
2024-01-04,398.29,69677.0
2024-01-05,402.27,67340.71
2024-01-06,410.2,66487.01
2024-01-07,402.13,53625.61
2024-01-08,405.78,70844.31
2024-01-09,400.55,66881.19
2024-01-10,412.6,69096.76
2024-01-11,413.08,64802.51
2024-01-12,412.87,62936.8
2024-01-13,415.05,58622.32
2024-01-14,397.02,45798.47
2024-01-15,371.57,52989.31
2024-01-16,375.11,54848.9
2024-01-17,386.01,57865.64
2024-01-18,377.63,57744.14
2024-01-19,388.99,57190.9
2024-01-20,396.13,58896.19
2024-01-21,382.86,43723.18
2024-01-22,355.85,45700.49
2024-01-23,380.7,58416.14
2024-01-24,389.8,58701.3
2024-01-25,390.64,59174.51
2024-01-26,372.88,44870.49
2024-01-27,381.45,49962.28
2024-01-28,374.31,41338.49
2024-01-29,387.81,61721.4
2024-01-30,388.31,63398.15
2024-01-31,414.41,76945.48
2024-02-01,431.86,82028.29
2024-02-02,433.49,73617.61
2024-02-03,431.15,70136.81
2024-02-04,419.38,58023.37
2024-02-05,430.43,77049.21
2024-02-06,403.02,66834.78
2024-02-07,436.92,72935.74
2024-02-08,431.52,69704.87
2024-02-09,432.96,67472.51
2024-02-10,437.73,64841.39
2024-02-11,423.24,50719.39
2024-02-12,426.34,69413.98
2024-02-13,419.77,64168.37
2024-02-14,420.62,62262.76
2024-02-15,420.05,64067.86
2024-02-16,409.98,58708.44
2024-02-17,404.57,56296.73
2024-02-18,407.45,45970.13
2024-02-19,406.98,59833.37
2024-02-20,410.6,61793.87
2024-02-21,413.87,60116.76
2024-02-22,403.19,57929.56
2024-02-23,410.28,56587.1
2024-02-24,401.31,52338.63
2024-02-25,398.98,44382.34
2024-02-26,400.0,59971.55
2024-02-27,387.24,57903.92
2024-02-28,418.19,64859.15
2024-02-29,431.58,77900.86
2024-03-01,454.63,80825.87
2024-03-02,452.08,75429.57
2024-03-03,433.88,58334.6
2024-03-04,440.04,77261.65
2024-03-05,446.94,76244.86
2024-03-06,441.83,73298.76
2024-03-07,450.12,72473.42
2024-03-08,428.23,59151.0
2024-03-09,433.56,62712.99
2024-03-10,438.19,54675.02
2024-03-11,444.61,73454.28
2024-03-12,432.39,68580.66
2024-03-13,432.01,68886.56
2024-03-14,428.91,66622.38
2024-03-15,436.62,64856.7
2024-03-16,431.58,61213.98
2024-03-17,425.88,48305.04
2024-03-18,427.94,63687.32
2024-03-19,418.61,61251.95
2024-03-20,418.42,62350.23
2024-03-21,426.27,61972.32
2024-03-22,445.61,61822.7
2024-03-23,450.5,60705.64
2024-03-24,445.97,48265.51
2024-03-25,370.72,40085.56
2024-03-26,413.1,56389.63
2024-03-27,428.46,62182.95
2024-03-28,425.94,67414.47
2024-03-29,428.3,61279.32
2024-03-30,440.27,69087.24
2024-03-31,448.43,59531.05
2024-04-01,408.18,65707.52
2024-04-02,437.67,78992.68
2024-04-03,457.46,81612.52
2024-04-04,463.73,80339.98
2024-04-05,468.35,76592.44
2024-04-06,468.33,75139.67
2024-04-07,473.22,62137.33
2024-04-08,464.57,78463.35
2024-04-09,472.99,73005.91
2024-04-10,478.73,77281.73
2024-04-11,437.03,58614.12
2024-04-12,444.52,66417.2
2024-04-13,447.93,60182.59
2024-04-14,438.39,49234.95
2024-04-15,446.97,71014.73
2024-04-16,449.41,67012.58
2024-04-17,430.56,58079.92
2024-04-18,438.77,62329.77
2024-04-19,414.16,55920.21
2024-04-20,444.73,63256.03
2024-04-21,434.68,48472.16
2024-04-22,433.63,63466.19
2024-04-23,423.22,59888.22
2024-04-24,429.69,62462.96
2024-04-25,431.69,62066.2
2024-04-26,417.87,56158.84
2024-04-27,437.35,56822.21
2024-04-28,425.63,46102.79
2024-04-29,435.23,67116.48
2024-04-30,449.3,80573.24
2024-05-01,480.47,81678.5
2024-05-02,477.2,82795.98
2024-05-03,471.2,77293.8
2024-05-04,484.09,77618.21
2024-05-05,471.17,61535.54
2024-05-06,466.99,77012.19
2024-05-07,454.41,71966.72
2024-05-08,474.14,74337.94
2024-05-09,471.12,74897.09
2024-05-10,474.03,74820.95
2024-05-11,460.53,64156.46
2024-05-12,456.54,51539.62
2024-05-13,436.81,64193.58
2024-05-14,449.49,67457.42
2024-05-15,461.18,69211.71
2024-05-16,449.31,65655.99
2024-05-17,446.65,61499.98
2024-05-18,447.54,60392.39
2024-05-19,442.15,48699.88
2024-05-20,435.92,62677.84
2024-05-21,442.98,63261.77
2024-05-22,448.52,62814.11
2024-05-23,432.16,59408.9
2024-05-24,443.91,59932.38
2024-05-25,431.01,55032.22
2024-05-26,438.77,45546.42
2024-05-27,433.74,63592.61
2024-05-28,428.43,61125.12
2024-05-29,431.34,61874.15
2024-05-30,434.87,65193.76
2024-05-31,459.16,77713.82
2024-06-01,478.46,80892.93
2024-06-02,474.18,65177.53
2024-06-03,479.13,84201.75
2024-06-04,447.44,81483.43
2024-06-05,478.6,82064.37
2024-06-06,458.0,73445.81
2024-06-07,478.18,74690.75
2024-06-08,479.19,68922.47
2024-06-09,471.09,56425.61
2024-06-10,480.72,80323.86
2024-06-11,469.8,73866.64
2024-06-12,476.94,71385.73
2024-06-13,462.19,67638.55
2024-06-14,470.57,66861.57
2024-06-15,477.72,68024.41
2024-06-16,474.63,53975.8
2024-06-17,431.59,51569.15
2024-06-18,440.46,61051.29
2024-06-19,460.26,64879.46
2024-06-20,454.32,65029.53
2024-06-21,452.6,62337.03
2024-06-22,454.83,57274.09
2024-06-23,445.31,46497.11
2024-06-24,455.52,64748.05
2024-06-25,444.52,63353.78
2024-06-26,448.14,62349.06
2024-06-27,450.49,62009.24
2024-06-28,452.75,66808.91
2024-06-29,475.54,70499.43
2024-06-30,461.98,59293.86
2024-07-01,491.89,87154.11
2024-07-02,501.62,83635.4
2024-07-03,484.56,78649.51
2024-07-04,482.12,78683.27
2024-07-05,481.21,76238.49
2024-07-06,493.94,75111.32
2024-07-07,483.0,59336.17
2024-07-08,481.16,81314.51
2024-07-09,482.9,77115.53
2024-07-10,497.65,79215.04
2024-07-11,478.59,71809.73
2024-07-12,467.41,66726.7
2024-07-13,462.29,59489.69
2024-07-14,464.72,50682.42
2024-07-15,470.23,71054.85
2024-07-16,464.17,66028.97
2024-07-17,450.93,55967.88
2024-07-18,454.71,62967.39
2024-07-19,457.8,61525.81
2024-07-20,430.64,57542.05
2024-07-21,446.38,48180.54
2024-07-22,451.97,64897.57
2024-07-23,450.45,64321.06
2024-07-24,447.29,61048.58
2024-07-25,445.32,61610.72
2024-07-26,455.68,59531.17
2024-07-27,457.27,55364.35
2024-07-28,451.75,45136.0
2024-07-29,441.72,62312.64
2024-07-30,446.22,63738.25
2024-07-31,459.97,77902.69
2024-08-01,492.75,86207.47
2024-08-02,503.52,80650.53
2024-08-03,498.53,74840.21
2024-08-04,494.13,60733.24
2024-08-05,502.98,87105.05
2024-08-06,484.68,75775.76
2024-08-07,494.56,75924.48
2024-08-08,499.05,74517.12
2024-08-09,499.9,71679.83
2024-08-10,501.9,68937.11
2024-08-11,484.2,53711.43
2024-08-12,494.81,73511.02
2024-08-13,493.85,69591.51
2024-08-14,508.97,70932.79
2024-08-15,479.6,53740.39
2024-08-16,483.56,62853.27
2024-08-17,489.28,64285.9
2024-08-18,497.59,52964.5
2024-08-19,479.51,57096.04
2024-08-20,456.76,63752.32
2024-08-21,465.51,63404.65
2024-08-22,465.0,61990.5
2024-08-23,461.58,60477.73
2024-08-24,457.83,56689.96
2024-08-25,461.07,47468.27
2024-08-26,460.52,56543.09
2024-08-27,452.14,60871.56
2024-08-28,463.69,62645.47
2024-08-29,462.19,64211.45
2024-08-30,477.71,71082.16
2024-08-31,495.67,76540.76
2024-09-01,511.42,69073.83
2024-09-02,511.18,86274.07
2024-09-03,515.89,81437.03
2024-09-04,527.68,83685.23
2024-09-05,527.55,80797.4
2024-09-06,530.7,77713.57
2024-09-07,502.87,65498.43
2024-09-08,491.56,56165.45
2024-09-09,508.43,79490.57
2024-09-10,511.45,78254.62
2024-09-11,514.6,75806.41
2024-09-12,498.81,70296.67
2024-09-13,507.92,70079.7
2024-09-14,509.66,65219.02
2024-09-15,494.6,53280.38
2024-09-16,492.33,63984.34
2024-09-17,468.91,59687.43
2024-09-18,499.14,66289.32
2024-09-19,500.68,68177.63
2024-09-20,500.27,65412.69
2024-09-21,495.1,63704.4
2024-09-22,490.51,50664.47
2024-09-23,488.8,66590.44
2024-09-24,482.45,63656.76
2024-09-25,481.23,66166.94
2024-09-26,480.46,66459.08
2024-09-27,493.89,66716.07
2024-09-28,495.67,61976.27
2024-09-29,477.38,50108.87
2024-09-30,530.61,91327.62
2024-10-01,546.53,92658.75
2024-10-02,544.74,77705.0
2024-10-03,548.27,88839.15
2024-10-04,544.83,86830.46
2024-10-05,547.33,84513.18
2024-10-06,535.76,66431.56
2024-10-07,550.75,92458.79
2024-10-08,551.06,85158.96
2024-10-09,559.89,85547.24
2024-10-10,558.93,82983.3
2024-10-11,535.59,69918.71
2024-10-12,516.79,56546.43
2024-10-13,506.88,53064.06
2024-10-14,516.22,75016.77
2024-10-15,506.76,73329.45
2024-10-16,520.25,72971.45
2024-10-17,515.71,70391.28
2024-10-18,521.46,68930.91
2024-10-19,526.22,70977.77
2024-10-20,528.99,57448.79
2024-10-21,510.03,73501.45
2024-10-22,510.53,72169.83
2024-10-23,519.75,72706.64
2024-10-24,510.43,69192.29
2024-10-25,517.91,74389.67
2024-10-26,525.1,68761.95
2024-10-27,519.8,57620.64
2024-10-28,532.59,82704.73
2024-10-29,565.27,87452.79
2024-10-30,546.46,94276.43
2024-10-31,644.12,85323.03
2024-11-01,517.58,74047.52
2024-11-02,521.78,75055.57
2024-11-03,504.8,63120.41
2024-11-04,526.56,89858.79
2024-11-05,528.09,85256.12
2024-11-06,529.45,81865.72
2024-11-07,521.3,77688.12
2024-11-08,521.8,74332.91
2024-11-09,531.18,73528.63
2024-11-10,530.8,62533.33
2024-11-11,534.55,82436.94
2024-11-12,526.09,77463.41
2024-11-13,528.52,75100.7
2024-11-14,522.69,73219.2
2024-11-15,503.28,63789.6
2024-11-16,525.89,69831.22
2024-11-17,509.85,54171.35
2024-11-18,509.49,70983.16
2024-11-19,502.71,69585.3
2024-11-20,505.73,67834.29
2024-11-21,508.62,70642.19
2024-11-22,510.2,66901.25
2024-11-23,499.18,60675.87
2024-11-24,500.58,51421.51
2024-11-25,502.16,71726.73
2024-11-26,495.27,70195.84
2024-11-27,503.85,68595.69
2024-11-28,504.94,71091.2
2024-11-29,519.92,77537.16
2024-11-30,535.17,84697.68
2024-12-01,550.45,75107.21
2024-12-02,560.5,95915.61
2024-12-03,555.38,89993.99
2024-12-04,561.98,90193.49
2024-12-05,556.27,86499.53
2024-12-06,548.02,79287.54
2024-12-07,557.79,79101.01
2024-12-08,549.66,64347.24
2024-12-09,546.61,86326.84
2024-12-10,551.38,84053.0
2024-12-11,550.58,80326.73
2024-12-12,533.34,76196.74
2024-12-13,541.16,74454.16
2024-12-14,538.88,68218.53
2024-12-15,535.77,57635.58
2024-12-16,537.84,76984.49
2024-12-17,537.2,77394.28
2024-12-18,534.22,73236.05
2024-12-19,535.43,74296.62
2024-12-20,535.27,73223.48
2024-12-21,537.95,68924.5
2024-12-22,528.54,54933.41
2024-12-23,528.22,75243.27
2024-12-24,526.97,71475.66
2024-12-25,517.43,61906.4
2024-12-26,518.4,71169.36
2024-12-27,508.58,68528.35
2024-12-28,514.91,64526.76
2024-12-29,511.23,53660.5
2024-12-30,525.29,78391.76
2024-12-31,594.74,93147.85
2025-01-01,568.43,81015.79
2025-01-02,565.22,94429.32
2025-01-03,559.45,86371.9
2025-01-04,562.35,87686.56
2025-01-05,557.0,70700.73
2025-01-06,559.64,92101.54
2025-01-07,558.33,86148.85
2025-01-08,572.97,86474.61
2025-01-09,568.12,85038.14
2025-01-10,578.76,86039.63
2025-01-11,568.27,76848.16
2025-01-12,567.09,63403.0
2025-01-13,555.67,78541.07
2025-01-14,522.69,66339.87
2025-01-15,533.54,72564.96
2025-01-16,533.1,71787.04
2025-01-17,537.4,71032.39
2025-01-18,539.18,68860.95
2025-01-19,530.65,56364.25
2025-01-20,543.64,78187.93
2025-01-21,530.83,72609.39
2025-01-22,541.53,72846.1
2025-01-23,526.83,69306.15
2025-01-24,536.72,69561.04
2025-01-25,553.02,67121.44
2025-01-26,517.3,51023.09
2025-01-27,534.67,74950.26
2025-01-28,532.8,72270.63
2025-01-29,532.75,70929.65
2025-01-30,535.94,76012.84
2025-01-31,572.13,91469.83
2025-02-01,604.75,99835.69
2025-02-02,591.6,75620.6
2025-02-03,582.39,93245.74
2025-02-04,576.42,91126.6
2025-02-05,585.68,89847.56
2025-02-06,579.32,85577.46
2025-02-07,582.16,83661.64
2025-02-08,584.84,78394.48
2025-02-09,584.69,67170.58
2025-02-10,592.82,92183.3
2025-02-11,581.06,85320.26
2025-02-12,589.43,82436.06
2025-02-13,574.28,77947.95
2025-02-14,587.24,77266.11
2025-02-15,571.05,76162.54
2025-02-16,553.05,59017.87
2025-02-17,562.43,77737.39
2025-02-18,557.12,73824.81
2025-02-19,564.76,73200.56
2025-02-20,562.12,74075.68
2025-02-21,564.77,71739.87
2025-02-22,565.47,67795.92
2025-02-23,560.54,54660.38
2025-02-24,563.48,75820.65
2025-02-25,576.5,76593.92
2025-02-26,552.08,62994.82
2025-02-27,555.48,75714.97
2025-02-28,600.66,97508.29
2025-03-01,631.42,101627.92
2025-03-02,608.03,79157.48
2025-03-03,599.45,97185.42
2025-03-04,594.56,93483.95
2025-03-05,596.26,93034.38
2025-03-06,584.1,87477.02
2025-03-07,598.0,87218.22
2025-03-08,605.76,81507.5
2025-03-09,604.78,68403.22
2025-03-10,611.04,95763.57
2025-03-11,577.81,84906.83
2025-03-12,601.72,87615.79
2025-03-13,642.1,85570.94
2025-03-14,514.99,51067.26
2025-03-15,580.76,71801.28
2025-03-16,572.15,59622.54
2025-03-17,580.35,80668.23
2025-03-18,572.64,76988.31
2025-03-19,576.13,76504.71
2025-03-20,575.82,78037.44
2025-03-21,576.38,74557.68
2025-03-22,584.23,70233.03
2025-03-23,587.44,58953.84
2025-03-24,578.44,79820.41
2025-03-25,581.74,79710.62
2025-03-26,550.51,75842.65
2025-03-27,597.46,81231.4
2025-03-28,605.24,84515.18
2025-03-29,627.19,87115.79
2025-03-30,619.27,71617.99
2025-03-31,565.72,75980.99
2025-04-01,529.72,74937.0
2025-04-02,619.27,102791.42
2025-04-03,606.99,95332.97
2025-04-04,618.69,94268.0
2025-04-05,629.58,90299.35
2025-04-06,588.27,68150.47
2025-04-07,618.57,98216.32
2025-04-08,624.89,89887.4
2025-04-09,629.69,91452.18
2025-04-10,605.41,83751.64
2025-04-11,620.26,85297.83
2025-04-12,554.3,68876.63
2025-04-13,613.98,65305.33
2025-04-14,582.69,70514.53
2025-04-15,608.94,83768.29
2025-04-16,606.39,82446.94
2025-04-17,598.31,79567.11
2025-04-18,578.17,67342.78
2025-04-19,603.95,74613.71
2025-04-20,587.89,60985.01
2025-04-21,589.21,79430.34
2025-04-22,582.01,75876.17
2025-04-23,582.3,74632.32
2025-04-24,580.19,73457.31
2025-04-25,585.05,74213.96
2025-04-26,583.12,69855.94
2025-04-27,578.47,57359.23
2025-04-28,583.22,79646.93
2025-04-29,587.91,81121.96
2025-04-30,615.99,101526.8
2025-05-01,627.04,96949.94
2025-05-02,637.27,100248.07
2025-05-03,638.12,95776.08
2025-05-04,627.64,78825.85
2025-05-05,629.59,99229.03
2025-05-06,608.42,89592.71
2025-05-07,615.6,89345.34
2025-05-08,622.04,88440.61
2025-05-09,613.06,86292.19
2025-05-10,617.64,83538.15
2025-05-11,602.32,65341.59
2025-05-12,558.68,78333.03
2025-05-13,605.07,84780.86
2025-05-14,609.74,84134.23
2025-05-15,606.49,83793.22
2025-05-16,603.12,78259.65
2025-05-17,605.87,75787.32
2025-05-18,595.09,60347.3
2025-05-19,594.81,80321.57
2025-05-20,584.47,78514.86
2025-05-21,591.01,77375.62
2025-05-22,589.58,75556.0
2025-05-23,591.76,73524.04
2025-05-24,585.47,69120.98
2025-05-25,583.56,58284.01
2025-05-26,578.54,76999.96
2025-05-27,577.51,74452.63
2025-05-28,581.75,75951.73
2025-05-29,579.36,76027.13
2025-05-30,599.23,86128.51
2025-05-31,617.63,93024.8
2025-06-01,644.31,82861.02
2025-06-02,650.25,106309.47
2025-06-03,648.74,97443.74
2025-06-04,637.59,98723.85
2025-06-05,641.39,96560.1
2025-06-06,658.35,93649.21
2025-06-07,606.83,75791.75
2025-06-08,601.5,63812.4
2025-06-09,623.16,91121.07
2025-06-10,634.29,91838.53
2025-06-11,626.61,87210.64
2025-06-12,613.45,82500.72
2025-06-13,613.38,79449.86
2025-06-14,612.98,74677.34
2025-06-15,605.64,62265.9
2025-06-16,604.95,82363.95
2025-06-17,597.52,77388.82
2025-06-18,602.99,77121.9
2025-06-19,590.94,75273.14
2025-06-20,606.67,74977.8
2025-06-21,603.77,72526.08
2025-06-22,591.09,57113.84
2025-06-23,592.61,75796.64
2025-06-24,585.8,72710.14
2025-06-25,595.44,74007.96
2025-06-26,594.02,74401.66
2025-06-27,598.3,73713.91
2025-06-28,598.96,70198.78
2025-06-29,589.47,58111.17
2025-06-30,623.98,104009.3
2025-07-01,653.51,110062.3
2025-07-02,665.0,104976.26
2025-07-03,644.7,95041.19
2025-07-04,648.31,92737.86
2025-07-05,656.14,92883.49
2025-07-06,623.42,69207.26
2025-07-07,641.58,95194.06
2025-07-08,648.14,89965.21
2025-07-09,638.14,87860.16
2025-07-10,655.57,90757.83
2025-07-11,646.05,85108.8
2025-07-12,644.63,77724.93
2025-07-13,634.89,64248.65
2025-07-14,628.68,86145.07
2025-07-15,634.67,84602.21
2025-07-16,631.36,81454.6
2025-07-17,618.25,76195.17
2025-07-18,621.39,73841.65
2025-07-19,624.44,72515.93
2025-07-20,625.29,60707.39
2025-07-21,612.67,77296.08
2025-07-22,609.65,73274.46
2025-07-23,609.41,72901.37
2025-07-24,602.25,70319.08
2025-07-25,597.44,72926.31
2025-07-26,603.24,67031.53
2025-07-27,609.43,55840.25
2025-07-28,607.6,76306.71
2025-07-29,590.85,73041.58
2025-07-30,607.73,79458.74
2025-07-31,633.53,98871.97
2025-08-01,669.33,103856.25
2025-08-02,707.22,102420.12
2025-08-03,667.93,76155.36
2025-08-04,665.37,98588.87
2025-08-05,671.66,97550.71
2025-08-06,675.27,93102.41
2025-08-07,673.36,93176.2
2025-08-08,721.27,93002.51
2025-08-09,680.23,76578.76
2025-08-10,645.08,69866.81
2025-08-11,652.81,90606.77
2025-08-12,651.63,85866.64
2025-08-13,643.64,83460.62
2025-08-14,660.05,83159.03
2025-08-15,629.88,63117.09
2025-08-16,636.77,68278.92
2025-08-17,612.31,57594.29
2025-08-18,627.05,79754.87
2025-08-19,614.19,76331.59
2025-08-20,639.14,81160.77
2025-08-21,631.51,78191.58
2025-08-22,622.64,72461.6
2025-08-23,617.83,68686.99
2025-08-24,627.79,58510.27
2025-08-25,637.82,80294.19
2025-08-26,641.64,77157.83
2025-08-27,593.56,62308.47
2025-08-28,597.68,74062.22
2025-08-29,617.85,81491.51
2025-08-30,645.13,87522.18
2025-08-31,630.68,71157.47
2025-09-01,653.79,103346.42
2025-09-02,669.93,101199.28
2025-09-03,669.81,95949.97
2025-09-04,667.37,95176.51
2025-09-05,643.35,82199.29
2025-09-06,642.03,82162.11
2025-09-07,634.66,67737.98
2025-09-08,674.21,91323.72
2025-09-09,671.05,91406.67
2025-09-10,682.48,94319.1
2025-09-11,661.6,87398.93
2025-09-12,670.33,83819.17
2025-09-13,656.88,75989.11
2025-09-14,653.4,63705.14
2025-09-15,652.52,86868.41
2025-09-16,648.04,81334.96
2025-09-17,651.27,76781.03
2025-09-18,636.32,75545.7
2025-09-19,646.02,73973.14
2025-09-20,660.03,76649.34
2025-09-21,650.17,60320.66
2025-09-22,637.06,82477.13
2025-09-23,641.94,81647.55
2025-09-24,650.51,82219.56
2025-09-25,646.48,82763.15
2025-09-26,642.79,81147.56
2025-09-27,647.1,76740.06
2025-09-28,635.52,63884.47
2025-09-29,662.61,88429.61
2025-09-30,674.17,103220.79
2025-10-01,705.62,106297.2
2025-10-02,656.29,82995.89
2025-10-03,674.63,97261.44
2025-10-04,676.96,99228.42
2025-10-05,678.59,82431.5
2025-10-06,676.85,102255.51
2025-10-07,646.32,94312.62
2025-10-08,700.32,101998.71
2025-10-09,709.61,102964.42
2025-10-10,717.51,100827.85
2025-10-11,691.04,90437.39
2025-10-12,693.32,75027.23
2025-10-13,687.87,96747.94
2025-10-14,685.8,95603.07
2025-10-15,699.88,99092.97
2025-10-16,692.68,95599.29
2025-10-17,712.48,98266.13
2025-10-18,754.37,102753.58
2025-10-19,739.04,85667.27
2025-10-20,717.27,74285.26
2025-10-21,602.67,67047.73
2025-10-22,615.29,71327.82
2025-10-23,611.75,74735.1
2025-10-24,617.17,78118.62
2025-10-25,622.44,75021.93
2025-10-26,614.75,61084.11
2025-10-27,608.49,77187.79
2025-10-28,597.46,75624.67
2025-10-29,617.11,79470.12
2025-10-30,620.37,83284.16
2025-10-31,656.96,100834.97
2025-11-01,704.22,108113.06
2025-11-02,704.01,88237.13
2025-11-03,690.33,104487.3
2025-11-04,691.39,104828.1
2025-11-05,690.84,93513.51
2025-11-06,677.77,95130.44
2025-11-07,694.82,96328.59
2025-11-08,695.68,88350.79
2025-11-09,693.64,75982.55
2025-11-10,702.13,102018.93
2025-11-11,690.78,95430.93
2025-11-12,697.35,92633.75
2025-11-13,684.65,88130.37
2025-11-14,683.09,84751.72
2025-11-15,691.67,86252.67
2025-11-16,681.82,68114.84
2025-11-17,673.91,86746.09
2025-11-18,664.76,84795.14
2025-11-19,671.07,84412.33
2025-11-20,685.18,86690.37
2025-11-21,680.48,83048.09
2025-11-22,670.66,76278.14
2025-11-23,661.59,62917.13
2025-11-24,660.53,83598.27
2025-11-25,659.39,83111.04
2025-11-26,664.84,81897.99
2025-11-27,659.96,82358.08
2025-11-28,676.12,90124.99
2025-11-29,685.57,93645.91
2025-11-30,678.75,79704.39
2025-12-01,713.62,115449.97
2025-12-02,726.82,112235.89
2025-12-03,710.21,104190.87
2025-12-04,704.09,103618.87
2025-12-05,707.41,101063.5
2025-12-06,712.9,95845.96
2025-12-07,704.71,78447.4
2025-12-08,712.04,101849.7
2025-12-09,708.56,102672.16
2025-12-10,723.54,103463.35
2025-12-11,699.66,93099.57
2025-12-12,706.0,90399.4
2025-12-13,702.83,83028.01
2025-12-14,700.33,70004.33
2025-12-15,705.42,95630.48
2025-12-16,687.44,89498.14
2025-12-17,695.8,86431.01
2025-12-18,687.29,87159.49
2025-12-19,683.4,79987.96
2025-12-20,695.8,84002.35
2025-12-21,686.27,67104.1
2025-12-22,685.32,87815.07
2025-12-23,681.77,84893.75
2025-12-24,703.95,88007.46
2025-12-25,665.89,72641.65
2025-12-26,669.84,82519.49
2025-12-27,668.26,77154.95
2025-12-28,663.38,64095.38
2025-12-29,674.06,89613.36
2025-12-30,680.15,92522.84
2025-12-31,767.94,112266.25
2026-01-01,731.33,97973.88
2026-01-02,741.92,111666.3
2026-01-03,722.63,104168.76
2026-01-04,718.8,88995.71
2026-01-05,726.19,112669.2
2026-01-06,703.83,101079.76
2026-01-07,719.17,102912.23
2026-01-08,714.02,99947.31
2026-01-09,717.19,98968.86
2026-01-10,723.32,94813.91
2026-01-11,713.06,75929.99
2026-01-12,721.64,101749.38
2026-01-13,735.89,99183.09
2026-01-14,709.52,87279.23
2026-01-15,666.52,79204.83
2026-01-16,675.31,82616.91
2026-01-17,684.4,81727.86
2026-01-18,679.6,66253.55
2026-01-19,695.28,93021.38
2026-01-20,681.76,93029.83
2026-01-21,702.91,94939.41
2026-01-22,696.78,89962.31
2026-01-23,661.82,81271.05
2026-01-24,683.79,80392.72
2026-01-25,672.66,66779.51
2026-01-26,654.41,67965.97
2026-01-27,667.9,84612.25
2026-01-28,679.23,89735.29
2026-01-29,675.63,93285.24
2026-01-30,700.73,103462.71
2026-01-31,726.22,107882.83
2026-02-01,742.56,100563.68
2026-02-02,771.9,125303.02
2026-02-03,741.66,113333.7
2026-02-04,744.87,113302.09
2026-02-05,741.6,108594.54
